Aplicación,Empresa,Posicion,Fecha,url,Junta ARC,Canal_limpio,tipo_posicion,nivel
23,Best Egg,Data Scientist,2025-11-12,https://jobs.lever.co/BestEgg/7d2cf121-74a3-4409-a116-96a070744d15/thanks,3,Otros,Data Scientist,0
24,Lindee,Data Analyst,2025-11-12,"https://www.linkedin.com/jobs/search/?currentJobId=4307916919&geoId=105701034&keywords=""Data%20Analyst""&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true",3,LinkedIn,Data Analyst,0
25,Hone,Data Science intern. Healthcare and longevity. ,2025-11-12,https://job-boards.greenhouse.io/honehealth/jobs/4945568008/confirmation,3,LinkedIn,Data Scientist,0
26,Sigma ,Practicante de Ciencia de Datos,2025-11-12,https://www.linkedin.com/jobs/view/4319532084,3,LinkedIn,Data Scientist,0
27,Grupo Caliente,Analista de datos,2025-11-12,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#03538F50A83791CC61373E686DCF3405,3,CT,Data Analyst,0
28,E contact,Analista de datos,2025-11-12,https://mx.computrabajo.com/trabajo-de-datos-en-monterrey#59359C58CD2B2E1461373E686DCF3405,3,CT,Data Analyst,0
29,Artefact,Científico de datos jr ,2025-11-12,"https://www.linkedin.com/jobs/search/?currentJobId=4283427319&f_WT=2%2C3&geoId=92000000&keywords=""scientist""&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&spellCorrectionEnabled=true&start=25",3,LinkedIn,Data Scientist,1
30,CLEBER,Practicante de Desarrollo en Tableau ,2025-11-12,https://mx.smartapply.indeed.com/beta/indeedapply/form/review-module,3,Indeed,BI,0
31,Rackspace technologies,Data Engineer Trainee,2025-11-12,https://jobs.lever.co/rackspace/be8898d4-783d-400e-b25d-18784e273d11/apply,3,Otros,Data Engineer,0
32,Constructor,A/B testing and customer onboarding. ,2025-11-12,"https://www.glassdoor.com.mx/job-listing/data-analyst-ab-tests-and-customer-onboarding-remote-constructor-JV_KO0,52_KE53,64.htm?jl=1009883440664&cs=1_7b4c0e42&s=58&t=NS&pos=105&src=GD_JOB_AD&guid=0000019a32a356f79e13ec1bbcff3632&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&jobListingId=1009883440664&ea=1&ao=1136043&vt=w&cb=1761786156978&ctt=1761786160516",3,Glassdoor,Otros,0
33,Insight Global,Data Scientist,2025-11-12,"https://www.linkedin.com/jobs/search/?currentJobId=4319115179&f_WT=2%2C3&geoId=92000000&keywords=""scientist""&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&spellCorrectionEnabled=true&start=100",3,LinkedIn,Data Scientist,0
35,Bancopel,Científico de Datos Jr,2025-11-12,,3,LinkedIn,Data Scientist,1
36,Grupo Ti,Cientifico de Datos,2025-11-12,https://mx.computrabajo.com/trabajo-de-data-scientist#C6DB711FA4BB7C3261373E686DCF3405,3,CT,Data Scientist,0
37,Helicon,Analista de datos,2025-11-12,https://mx.indeed.com/?from=gnav-applymgt--app-tracker-webapp&vjk=303bb58b66316c28,3,Indeed,Data Analyst,0
40,Informática de América ,"PowerBI, SQL, Python ",2025-11-12,https://www.occ.com.mx/empleos/de-sql/en-nuevo-leon/?smax=30000&smin=20000,3,OCC,BI,0
41,Monterrey IT cluster,Analista de Gobierno de Datos Jr,2025-11-12,https://www.occ.com.mx/empleos/de-sql/en-nuevo-leon/?smax=30000&smin=20000&page=2&jobid=20807811,3,OCC,Data Analyst,1
43,daltile,Ingeniero de mantenimiento predictivo de datos,2025-11-12,https://www.occ.com.mx/empleos/de-sql/en-nuevo-leon/?smax=30000&smin=20000&page=5&jobid=20747826,3,OCC,Data Engineer,0
44,improvado ,Analyst Jr,2025-11-19,"https://www.linkedin.com/jobs/search/?currentJobId=4334552263&geoId=105701034&keywords=""data%20scientist""%20&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refresh=true",3,LinkedIn,Data Analyst,1
45,Remoto workforce,Data Analyst,2025-11-19,https://www.linkedin.com/jobs/collections/hiring-in-network/?currentJobId=4334451319&originToLandingJobPostings=4337723997%2C4316359205%2C4312344857,3,LinkedIn,Data Analyst,0
46,Thermofisher,Associate Patient Data Specialist,2025-11-19,https://jobs.thermofisher.com/global/en/job/R-01322182/Associate-Patient-Data-Specialist?rx_ch=jobpost&rx_id=27c16dca-b41b-11f0-b7ab-1f1305eec847&rx_job=R-01322182_rxr-1&rx_medium=post&rx_paid=0&rx_r=none&rx_source=linkedin&rx_ts=20251106T024003Z&rx_vp=linkedindirectindex&utm_medium=post&utm_source=recruitics_linkedindirectindex&refId=34jd24&rx_viewer=19b926969a9e11f0bab0519aba7cb30fbcb9baffaa004f5e900c0dd1a7e39bf0,3,LinkedIn,Data Analyst,0
47,Nielsen IQ,Data Scientist - Intern,2025-11-19,https://www.linkedin.com/jobs/view/4320714412/?refId=VfnaOShJT0ucAQIKyQIjhA%3D%3D&trackingId=HL%2FfpXHsT%2BST%2Bn%2Bgv6fO8Q%3D%3D,3,LinkedIn,Data Scientist,0
48,Randstand,Data Engineer Jr.,2025-11-19,https://www.linkedin.com/jobs/view/4340082946/post-apply/default/?postApplyJobId=4340082946&refId=X%2FolXbbdty%2BQyCMQ33%2FQWg%3D%3D&trackingId=X%2FolXbbdty%2BQyCMQ33%2FQWg%3D%3D,3,LinkedIn,Data Engineer,1
49,Genestack ltd,Scientific Data Curator,2025-11-19,https://torre.ai/post/OwGXgV3d-genestack-ltd-scientific-data-curator?t=1762977827996&r=CvM7NtCW,3,Torre,Otros,0
50,Thermofisher,Associate Patient Data Specialist,2025-11-19,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4318944847,3,LinkedIn,Data Analyst,0
51,UNOSQUARE!!,Data Engineer Jr.,2025-11-19,"Post, Jaqueline Chavez; le mandé el CV",3,LinkedIn,Data Engineer,1
53,Hector Sosa,Data AI engineer,2025-11-19,,3,LinkedIn,Data Engineer,0
54,E connect,Cientifico de Datos,2025-11-19,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#BB13120EE2E29A2561373E686DCF3405,3,CT,Data Scientist,0
55,Sigma,Analista de bases de datos,2025-11-19,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4321219290,3,LinkedIn,Data Analyst,0
56,Banregio,Ciencia de Datos y analítica,2025-11-19,https://www.linkedin.com/jobs/search/?currentJobId=4318928919&geoId=105701034&origin=JOB_COLLECTION_PAGE_LOCATION_AUTOCOMPLETE&refresh=true,3,LinkedIn,Data Scientist,0
57,Scalepex,Data Scientist,2025-11-19,https://www.linkedin.com/jobs/collections/remote-jobs/?currentJobId=4281921381&discover=recommended&discoveryOrigin=JOBS_HOME_JYMBII,3,LinkedIn,Data Scientist,0
58,IDS comercial ,Data Analyst,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon?p=2#03F9F0D76B99F62F61373E686DCF3405,3,CT,Data Analyst,0
59,Mucho Red,Data Analyst,2025-11-28,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20843995,3,OCC,Data Analyst,0
60,grupo ayvi,Analista de datos,2025-11-28,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&page=2&jobid=20839769,3,OCC,Data Analyst,0
61,Invisible,Stem Specialist - AI trainer,2025-11-28,https://job-boards.eu.greenhouse.io/agency/jobs/4606955101?gh_src=4551efb2teu,3,LinkedIn,Data Analyst,0
62,Genestack,Bioinformatic development,2025-11-28,https://www.linkedin.com/jobs/search/?currentJobId=4232818069&f_C=2896685&geoId=92000000&origin=COMPANY_PAGE_JOBS_CLUSTER_EXPANSION&originToLandingJobPostings=4225882218%2C4232818069%2C4291364285%2C4281246163%2C4303819404%2C4271585263%2C4314082291%2C4210021043%2C4340652874&trk=d_flagship3_company_posts,3,LinkedIn,BI,0
63,Tort Experts,Data Analyst,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=531377429752fd40,3,Indeed,Data Analyst,0
64,Caterpillar,Data Scientist,2025-11-28,https://careers.caterpillar.com/en/jobs/r0000332095/data-scientist-santa-catarina-facility/?source=Indeed,3,Indeed,Data Scientist,0
65,Improvado,Junior Analyst,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=8c6557a37c050af3,3,Indeed,Data Analyst,1
66,Confidencial ,Analista Jr de inteligencia comercial,2025-11-28,https://www.occ.com.mx/empleos/de-analista-o-ciencia-de-datos/en-nuevo-leon/?smax=30000&smin=20000&jobid=20840971,3,OCC,Data Analyst,1
67,Sas,Analista de importación y exportación,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#EB6D732ED5C70B4761373E686DCF3405,3,CT,Data Analyst,0
68,ManPowerGroup,Analista de Datos,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon?p=2#EA82A268100B828361373E686DCF3405,3,CT,Data Analyst,0
69,Paired,Jr. Data Scientist,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=680b5cba28bcc60f,3,Indeed,Data Scientist,1
70,Skydropx,Data Engineer Jr,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=15f572f4c7bd4e4b,3,Indeed,Data Engineer,1
71,Capgemini,FBS Associate Decission Scientist,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=4459ed9324ab411d,3,Indeed,Data Scientist,0
72,Capgemini,FBS Data Analyst-PowerBI,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=3b4d616f9c8e31fa,3,Indeed,Data Analyst,0
73,Impulssamex,Analista de Datos,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon,4,CT,Data Analyst,0
74,Tecnoap,Científico de Datos,2025-12-05,https://www.tecnoap.com/ads/data-scientist-2/,4,Glassdoor,Data Scientist,0
75,caliente casino,Analista de Datos,2025-12-05,"https://www.glassdoor.com.mx/Empleo/nuevo-león-data-analyst-empleos-SRCH_IL.0,10_IS5742_KO11,23.htm",4,Glassdoor,Data Analyst,0
76,wexpand,Analista de datos,2025-12-05,"https://www.glassdoor.com.mx/Empleo/nuevo-león-data-analyst-empleos-SRCH_IL.0,10_IS5742_KO11,23.htm",4,Glassdoor,Data Analyst,0
77,Lumina Software,Científico de Datos,2025-12-05,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=07a5931b1e9b5638,4,Glassdoor,Data Scientist,0
78,Redwood logistics,Data Analyst,2025-12-05,"https://www.glassdoor.com.mx/job-listing/data-analyst-redwood-logistics-JV_KO0,12_KE13,30.htm?jl=1009935009131&src=GD_JOB_AD&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ao=1136043&jrtk=5-yul1-0-1jbegb4uj20cl000-daa7d4f5f4aa8273&cs=1_40862d26&s=58&t=SR&pos=109&guid=0000019add05938fa97dd1a02aed6043&jobListingId=1009935009131&ea=1&vt=w&cb=1764644721877&ctt=1764644763991",4,Glassdoor,Data Analyst,0
79,Dimex ,Especialista de Ciencia de Datos,2025-12-05,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20870454,4,OCC,Data Analyst,0
80,incFile,Artificial Intelligence Research / Data Scientist - Advanced English,2025-12-05,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=4e1a6f2e433d49cf&advn=9383771290990951,4,Indeed,Data Scientist,0
81,Tort Experts,BI engineer,2025-12-05,https://mx.indeed.com/jobs?q=tort&l=&from=searchOnDesktopSerp&cf-turnstile-response=0.itwmhUV6BzEt_3pQpcnw8IsC4E0U5cTyLHrRU-v0C5EJXea8K5NzCK819K1_iBVcFbXfniflDoQ6WTIN3WL-c7rcbeE6yMbFR1Ei3Ph5LrgexyBRd-mJ7BkhTCDWhP07jpPE87Fbrwkb3ggIYOHNECC84I4EYxeIptpGNtt3nzj3KRwbIxwkuKUsRJ9BhKtvb08Qpzvlb4JWR2mt-LYbz5rXbsM8w1xV1n9l8Q98LmebnPIk78vL1HyxGldPNMi5wmb6N0-Nj7TaQkHwTtDNrRWOvq0-iIRh9Pz6peGTYJdnemSJs43AN7pMvugWP5ObyW0XydFE7at49absFuDhJMcnj1ctBGUSmLNogFVqXVqRtQplBLYvRVAsdGrf_ziV7KjEbIOiRJLUHWOsJ4XWBHPlh9SkQPLgRaFMrzE_eA27BXP2Z5V2qfkTYd9jQVaqkL4yv4rU7pLFlEf_teYfbHNkaY35qmMJ4L6ArDvukav6L-Esma74qkdAeC6-UDdblLV_IWOElSTV2Yz6XRYEWb02FDPkTo3A7bRehmmuv37WLSF327Kba5puIhILDcQhrpA_ucIXsdtK8ONtysx0lJqBjU92xM1AM2hNsVmzugSpG0y-YT8tb1IqEcqi7AAHeDionNxTgwfTUv8zBqRRv5C-XH68pizTFbPrz0qStecZhItceT1EZCuqkDU_8uSLmJKYgM6nbEXbc_mt1QIrVzV602LMMjPIMWZ4HO9Xi5N1VlWaMRhLPtSGPOPe6e3YdqJqXcVh5mlnnMiEeNS8TvlbSesHiIducAF-yg0XLA5dvnFx3WJ05pPaGmc0pAwWG7cVn-YItRTILCUB1nmq0JzkH1WtMYwSjVvixs_GwvcwWdddAK3tLQ4PgLTu3jzlqG8qtiyfHwuSUxmdo81AA7LmreFbYhWLt5Mk5fAqzhs6MKh_tb7gfMqJHEGnQOr-EkizFwKedsMIGqs0W_MOSA.w-nrsfaocTnvFuxOXNDSzQ.689fadc08ad32472677cf4490473a95043050087e332cdbc423e3ca78333e8ec&vjk=d3674498fd89feba,4,Indeed,Data Engineer,0
82,Informática Sa de CV,Analista Desarrollador,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon#5BF6B56765A5811E61373E686DCF3405,4,CT,Data Analyst,0
83,ManPowerGroup,Analista de Datos,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon?p=2#63DE261C45FA885C61373E686DCF3405,4,CT,Data Analyst,0
84,Tecnológico de Monterrey,Especialista en análisis de datos,2025-12-05,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20876169,4,OCC,Data Analyst,0
85,Avahi,Data Scientist,2025-12-05,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4336254692,4,LinkedIn,Data Scientist,0
86,Baufest,Data Reporting Analist,2025-12-05,https://www.linkedin.com/jobs/view/4337010282/?alternateChannel=search&eBP=CwEAAAGa7_apgNkWRTvUXwFKHWc_Ils3rQZHm5njv7YFbmgykfv2-Y6WClhNomnJJErzPngfXI2IVZo1GJK8HXySgkhUCUA28XD9s9V7-h-OUpfLJwO77fBYcHI2a_MSq9nCWLMrqYPvOlGmgtV-bDViLgJzrgPutLKF4V5lFw8TdbGIzFMFo_kF16pwkfXwUEi0QoGmhr1uBb0uJMhAJdNNp1Lj0CAV6tN65KPcGyMXv6Ii_4lFWsjSKnwEA5Q7cEcVCbl-i-cx_OcwXHCWDpvdZQCZ-5f2sQxqbrs7Qda0wV8xieacxftzFAHE9hCOnuKEEjSs1RSOWM-JcW8wJ0z9pMC8m1GlxDC4sf1Arj3uPaWMoUT86OvamzKKvCEJtg7Wm5kt_dV7WXITz_VueQAHnxVWR3S5Y5o0vTWj6qlNUgS5DU4UY2MGwKdSUExTbBh863XsirCSmOqxa86kr9CZYN6h6RiUsSdOx8RoiB0sXRwbuvDl&refId=dSNkGS6VtnRtyarcju9XNA%3D%3D&trackingId=1oak46OEOU%2F9Z8zF8Zf6KA%3D%3D&trk=d_flagship3_jobs_discovery_jymbii,4,LinkedIn,Data Analyst,0
87,Dematic,Jr. Data Base,2025-12-05,https://www.linkedin.com/jobs/view/4324416598/?alternateChannel=search&eBP=CwEAAAGa7_apgNFQMQ88SfZNXamsRJM9Ggv48LwRaIG5AXfkjyWVde73DVOkdtVZOneG400tegcDCMK4Ip_fG3En7a55NVihLsl16w5gOmAM48XuuXcSeVK8e1ccZRZNyKYP2iI_9m3yztckHWrSHGd0XvZB7309QdvzWfVsmtkj2qevDC6ESFuoqcUA33Dzbjj3euulfODZgz-ljk_R93ZT78GVm8wiZMAKqdcrrmrxe4NmFLKg0W3yid3kvqeJDHMWuuAD7VsIdSMzVcuDWaA2TZCkyFNIR6Z6_K5HvN0E_9mZLaMKjvzUzCe4SxUlvxgjJOTx4uc6p4pnkoLhzj5lJuzF0PxOdJh1uYX57_jBEvavEY1VSktzgw15evMXYlCNIvOaEXaWxfj96_At5ooIpNOtnal6Jseuh5Mq249_WkFYn7omOfecRU_Kobu_JfvtjvhzQOkjdnVrNVQ-DjZI4Su3jPV6Tet-ig6XFAYc194p0A&refId=%2BkntYey8NXuN02P%2B8jFXmg%3D%3D&trackingId=sn%2FmiiOZD0V2w6a9LMZjzQ%3D%3D&trk=d_flagship3_postapply_default_confirmation,4,LinkedIn,Otros,1
88,Artefact,Analytics Engineer México,2025-12-05,https://www.linkedin.com/jobs/view/4268646729/?alternateChannel=search&eBP=CwEAAAGa7_apgX--3seXP1uvt02ichPcSOyP0QcoKDv_EDRiI6MIMc4W9N764cmB2e-pDa6ewUWnwumnXYoxIL-zGKY6uYwljx5ZFjJIEg_nD7JsiaCH-qZxqLU_Ap9H4aGX8bh6bHMVOaq94qyrwNQtx-h8ZELkwnGuilhwytOk-N62CB_cX-B6oMCKoPgRvonWr9noexQ2gqXM_aEn_faG1ktmR_HN_wpnGSf8pqu051r-_NiJbsPfwowZ-bb1sB6xggiou9GLe1lEVV88ZXgOVa9OICdfp6b02ifEb62BNhF2VdNoj2tC-lBI88UPyEHgtVHkKxSHnEoD9-rMLDrDg8dkRsFcW_-69LbJW5once3sPT8b34Ct--7qggab5f-PyzbWjnvbw1vphQ00PVs8dtcT8qWMhQ60viVL6ca2Pcg9Cba0IG3mjpqvBIClV9bmOQRbOa9zjlaw2lmG5TCY7qj6Adt1204J3tXd2AwI-7oOqA&refId=%2BkntYey8NXuN02P%2B8jFXmg%3D%3D&trackingId=wueHAxXcYCqwABw9WTOI%2FA%3D%3D&trk=d_flagship3_postapply_default_confirmation,4,LinkedIn,Data Analyst,0
89,workspark,Media Operations Analyst,2025-12-08,https://mx.computrabajo.com/trabajo-de-data-analyst-en-nuevo-leon#ADEEC86D5B94894561373E686DCF3405,4,CT,Data Analyst,0
90,Capgemini,FBS Report Builder,2025-12-08,https://mx.indeed.com/?from=jobsearch-empty-whatwhere&vjk=3238b549763edf74,4,Indeed,Otros,0
91,Phrac international,Business Analyst,2025-12-09,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20868111,4,OCC,Data Analyst,0
92,Capgemini,Data Scientist,2025-12-09,https://mx.indeed.com/?from=jobsearch-empty-whatwhere&vjk=5dcdf912480597a9,4,Indeed,Data Scientist,0
93,Dimex ,Especialista de Ciencia de Datos,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20870454,4,OCC,Data Analyst,0
94,ODIX,Data Scientist,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20844719,4,OCC,Data Scientist,0
95,Lumina Software,Data Scientist,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20849017,4,OCC,Data Scientist,0
96,Monterrey IT cluster,Científico de Datos JR,2025-12-10,https://www.occ.com.mx/empleo/oferta/20862662/?returnURL=empleos%2fde-data-science%2fen-nuevo-leon%2f%3fsmax%3d30000%26smin%3d20000%26jobid%3d20849017&sec=sim&simval=0.0#lc=OfferDetail-Similars-3,4,OCC,Data Scientist,1
97,Tecnoap,Data Scientist Jr,2025-12-10,https://www.occ.com.mx/empleo/oferta/20801671/?returnURL=%2fempleos%2fde-data-science%2fen-nuevo-leon%2f%3fsmax%3d30000%26smin%3d20000%26jobid%3d20849017&sec=sim&simval=0.0#lc=OfferDetail-Similars-2,4,OCC,Data Scientist,1
98,Braintrust,Biology Expert W Python,2025-12-10,https://www.linkedin.com/jobs/view/4324378706/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=bhbjqH5LFhG%2BjVXkU30YrA%3D%3D&trackingId=sJc93GpP%2FuaNIyJkYTT1rA%3D%3D&trk=d_flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BO15yBQHiR22o2w2Uy6KONQ%3D%3D,4,LinkedIn,BI,0
99,Dtroy,Analìtica de costos y Data Science,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20849072,4,OCC,Data Scientist,0
100,Envia flores,Marketing Insights Specialist,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20884591,4,OCC,Data Analyst,0
101,Fultra,Analista de Datos,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20871236,4,OCC,Data Analyst,0
102,Mucho Red,Data Analyst,2025-12-12,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20843995,4,OCC,Data Analyst,0
103,Xploy Solutions,Data Analyst,2025-12-12,https://www.linkedin.com/jobs/search/?currentJobId=4326425855&geoId=92000000&keywords=bio&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&start=50,4,LinkedIn,Data Analyst,0
104,Farmacias Benavides,Desarrollador BI,2025-12-12,https://www.linkedin.com/jobs/search/?currentJobId=4342644172&geoId=92000000&keywords=bio&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&start=50,4,LinkedIn,BI,0
105,Data Annotation,Anotación de prompts,2025-12-05,https://app.dataannotation.tech/workers/starter_assessment_complete,4,LinkedIn,Otros,0
106,Mercor,Academic Research Specialist,2025-12-05,,4,LinkedIn,Data Analyst,0
107,Helix and Co,Jr. Data Analyst,2025-12-05,https://www.linkedin.com/jobs/search/?currentJobId=4343742504&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,4,LinkedIn,Data Analyst,1
108,joinrs,Ciencia de Datos,2025-12-05,https://www.joinrs.com/es/job-offers/438208/?utm_source=linkedin&utm_medium=job-offer-es&utm_campaign=438208-internal,4,LinkedIn,Data Scientist,0
109,Indi,Power Bi Junior Analyst,2025-12-16,https://www.linkedin.com/jobs/search/post-apply/default/?currentJobId=4343816631&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&postApplyJobId=4343816631&refresh=true&start=75,4,LinkedIn,Data Analyst,1
110,Toloka AI,Biology Expert AI,2025-12-05,https://app.usebraintrust.com/jobs/16455/proposals/1342562/edit/?back=%2Ftalent%2Fdashboard%2Fmy_jobs%2Fmy_proposals,4,Otros,BI,0
111,Braintrust,Biology Expert,2025-12-05,https://app.usebraintrust.com/talent/dashboard/my_jobs/my_proposals,4,Otros,BI,0
112,Pfizer,Data Science Associate,2025-12-05,https://pfizer.wd1.myworkdayjobs.com/en-US/PfizerCareers/job/Data-Science-Associate_4948239-1,4,Otros,Data Scientist,0
