Aplicacion,Fecha,url,Canal_ID,Fecha_ID,Empresa_ID,Aplicacion_ID,Junta_ID,Posicion_ID
47,2025-11-19,https://www.linkedin.com/jobs/view/4320714412/?refId=VfnaOShJT0ucAQIKyQIjhA%3D%3D&trackingId=HL%2FfpXHsT%2BST%2Bn%2Bgv6fO8Q%3D%3D,1,5,41,43,3,
48,2025-11-19,https://www.linkedin.com/jobs/view/4340082946/post-apply/default/?postApplyJobId=4340082946&refId=X%2FolXbbdty%2BQyCMQ33%2FQWg%3D%3D&trackingId=X%2FolXbbdty%2BQyCMQ33%2FQWg%3D%3D,1,5,42,44,3,
49,2025-11-19,https://torre.ai/post/OwGXgV3d-genestack-ltd-scientific-data-curator?t=1762977827996&r=CvM7NtCW,7,5,43,45,3,
50,2025-11-19,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4318944847,1,5,40,46,3,
51,2025-11-19,"Post, Jaqueline Chavez; le mandé el CV",1,5,44,47,3,
53,2025-11-19,,1,5,45,48,3,
54,2025-11-19,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#BB13120EE2E29A2561373E686DCF3405,3,5,46,49,3,
55,2025-11-19,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4321219290,1,5,47,50,3,
56,2025-11-19,https://www.linkedin.com/jobs/search/?currentJobId=4318928919&geoId=105701034&origin=JOB_COLLECTION_PAGE_LOCATION_AUTOCOMPLETE&refresh=true,1,5,48,51,3,
57,2025-11-19,https://www.linkedin.com/jobs/collections/remote-jobs/?currentJobId=4281921381&discover=recommended&discoveryOrigin=JOBS_HOME_JYMBII,1,5,49,52,3,
58,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon?p=2#03F9F0D76B99F62F61373E686DCF3405,3,6,50,53,3,
59,2025-11-28,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20843995,6,6,51,54,3,
60,2025-11-28,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&page=2&jobid=20839769,6,6,52,55,3,
61,2025-11-28,https://job-boards.eu.greenhouse.io/agency/jobs/4606955101?gh_src=4551efb2teu,1,6,53,56,3,
62,2025-11-28,https://www.linkedin.com/jobs/search/?currentJobId=4232818069&f_C=2896685&geoId=92000000&origin=COMPANY_PAGE_JOBS_CLUSTER_EXPANSION&originToLandingJobPostings=4225882218%2C4232818069%2C4291364285%2C4281246163%2C4303819404%2C4271585263%2C4314082291%2C4210021043%2C4340652874&trk=d_flagship3_company_posts,1,6,54,57,3,
63,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=531377429752fd40,5,6,55,58,3,
64,2025-11-28,https://careers.caterpillar.com/en/jobs/r0000332095/data-scientist-santa-catarina-facility/?source=Indeed,5,6,56,59,3,
65,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=8c6557a37c050af3,5,6,57,60,3,
66,2025-11-28,https://www.occ.com.mx/empleos/de-analista-o-ciencia-de-datos/en-nuevo-leon/?smax=30000&smin=20000&jobid=20840971,6,6,58,61,3,
67,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#EB6D732ED5C70B4761373E686DCF3405,3,6,59,62,3,
68,2025-11-28,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon?p=2#EA82A268100B828361373E686DCF3405,3,6,60,63,3,
69,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=680b5cba28bcc60f,5,6,61,64,3,
70,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=15f572f4c7bd4e4b,5,6,62,65,3,
71,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=4459ed9324ab411d,5,6,63,66,3,
72,2025-11-28,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=3b4d616f9c8e31fa,5,6,63,67,3,
73,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon,3,7,64,68,4,
74,2025-12-05,https://www.tecnoap.com/ads/data-scientist-2/,4,7,65,69,4,
75,2025-12-05,"https://www.glassdoor.com.mx/Empleo/nuevo-león-data-analyst-empleos-SRCH_IL.0,10_IS5742_KO11,23.htm",4,7,66,70,4,
76,2025-12-05,"https://www.glassdoor.com.mx/Empleo/nuevo-león-data-analyst-empleos-SRCH_IL.0,10_IS5742_KO11,23.htm",4,7,67,71,4,
77,2025-12-05,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=07a5931b1e9b5638,4,7,68,72,4,
78,2025-12-05,"https://www.glassdoor.com.mx/job-listing/data-analyst-redwood-logistics-JV_KO0,12_KE13,30.htm?jl=1009935009131&src=GD_JOB_AD&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ao=1136043&jrtk=5-yul1-0-1jbegb4uj20cl000-daa7d4f5f4aa8273&cs=1_40862d26&s=58&t=SR&pos=109&guid=0000019add05938fa97dd1a02aed6043&jobListingId=1009935009131&ea=1&vt=w&cb=1764644721877&ctt=1764644763991",4,7,69,73,4,
79,2025-12-05,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20870454,6,7,70,74,4,
80,2025-12-05,https://mx.indeed.com/?from=gnav-jobseeker-profile--profile-one-frontend&vjk=4e1a6f2e433d49cf&advn=9383771290990951,5,7,71,75,4,
81,2025-12-05,https://mx.indeed.com/jobs?q=tort&l=&from=searchOnDesktopSerp&cf-turnstile-response=0.itwmhUV6BzEt_3pQpcnw8IsC4E0U5cTyLHrRU-v0C5EJXea8K5NzCK819K1_iBVcFbXfniflDoQ6WTIN3WL-c7rcbeE6yMbFR1Ei3Ph5LrgexyBRd-mJ7BkhTCDWhP07jpPE87Fbrwkb3ggIYOHNECC84I4EYxeIptpGNtt3nzj3KRwbIxwkuKUsRJ9BhKtvb08Qpzvlb4JWR2mt-LYbz5rXbsM8w1xV1n9l8Q98LmebnPIk78vL1HyxGldPNMi5wmb6N0-Nj7TaQkHwTtDNrRWOvq0-iIRh9Pz6peGTYJdnemSJs43AN7pMvugWP5ObyW0XydFE7at49absFuDhJMcnj1ctBGUSmLNogFVqXVqRtQplBLYvRVAsdGrf_ziV7KjEbIOiRJLUHWOsJ4XWBHPlh9SkQPLgRaFMrzE_eA27BXP2Z5V2qfkTYd9jQVaqkL4yv4rU7pLFlEf_teYfbHNkaY35qmMJ4L6ArDvukav6L-Esma74qkdAeC6-UDdblLV_IWOElSTV2Yz6XRYEWb02FDPkTo3A7bRehmmuv37WLSF327Kba5puIhILDcQhrpA_ucIXsdtK8ONtysx0lJqBjU92xM1AM2hNsVmzugSpG0y-YT8tb1IqEcqi7AAHeDionNxTgwfTUv8zBqRRv5C-XH68pizTFbPrz0qStecZhItceT1EZCuqkDU_8uSLmJKYgM6nbEXbc_mt1QIrVzV602LMMjPIMWZ4HO9Xi5N1VlWaMRhLPtSGPOPe6e3YdqJqXcVh5mlnnMiEeNS8TvlbSesHiIducAF-yg0XLA5dvnFx3WJ05pPaGmc0pAwWG7cVn-YItRTILCUB1nmq0JzkH1WtMYwSjVvixs_GwvcwWdddAK3tLQ4PgLTu3jzlqG8qtiyfHwuSUxmdo81AA7LmreFbYhWLt5Mk5fAqzhs6MKh_tb7gfMqJHEGnQOr-EkizFwKedsMIGqs0W_MOSA.w-nrsfaocTnvFuxOXNDSzQ.689fadc08ad32472677cf4490473a95043050087e332cdbc423e3ca78333e8ec&vjk=d3674498fd89feba,5,7,55,76,4,
82,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon#5BF6B56765A5811E61373E686DCF3405,3,7,72,77,4,
83,2025-12-05,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon?p=2#63DE261C45FA885C61373E686DCF3405,3,7,60,78,4,
84,2025-12-05,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20876169,6,7,73,79,4,
85,2025-12-05,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4336254692,1,7,74,80,4,
86,2025-12-05,https://www.linkedin.com/jobs/view/4337010282/?alternateChannel=search&eBP=CwEAAAGa7_apgNkWRTvUXwFKHWc_Ils3rQZHm5njv7YFbmgykfv2-Y6WClhNomnJJErzPngfXI2IVZo1GJK8HXySgkhUCUA28XD9s9V7-h-OUpfLJwO77fBYcHI2a_MSq9nCWLMrqYPvOlGmgtV-bDViLgJzrgPutLKF4V5lFw8TdbGIzFMFo_kF16pwkfXwUEi0QoGmhr1uBb0uJMhAJdNNp1Lj0CAV6tN65KPcGyMXv6Ii_4lFWsjSKnwEA5Q7cEcVCbl-i-cx_OcwXHCWDpvdZQCZ-5f2sQxqbrs7Qda0wV8xieacxftzFAHE9hCOnuKEEjSs1RSOWM-JcW8wJ0z9pMC8m1GlxDC4sf1Arj3uPaWMoUT86OvamzKKvCEJtg7Wm5kt_dV7WXITz_VueQAHnxVWR3S5Y5o0vTWj6qlNUgS5DU4UY2MGwKdSUExTbBh863XsirCSmOqxa86kr9CZYN6h6RiUsSdOx8RoiB0sXRwbuvDl&refId=dSNkGS6VtnRtyarcju9XNA%3D%3D&trackingId=1oak46OEOU%2F9Z8zF8Zf6KA%3D%3D&trk=d_flagship3_jobs_discovery_jymbii,1,7,75,81,4,
87,2025-12-05,https://www.linkedin.com/jobs/view/4324416598/?alternateChannel=search&eBP=CwEAAAGa7_apgNFQMQ88SfZNXamsRJM9Ggv48LwRaIG5AXfkjyWVde73DVOkdtVZOneG400tegcDCMK4Ip_fG3En7a55NVihLsl16w5gOmAM48XuuXcSeVK8e1ccZRZNyKYP2iI_9m3yztckHWrSHGd0XvZB7309QdvzWfVsmtkj2qevDC6ESFuoqcUA33Dzbjj3euulfODZgz-ljk_R93ZT78GVm8wiZMAKqdcrrmrxe4NmFLKg0W3yid3kvqeJDHMWuuAD7VsIdSMzVcuDWaA2TZCkyFNIR6Z6_K5HvN0E_9mZLaMKjvzUzCe4SxUlvxgjJOTx4uc6p4pnkoLhzj5lJuzF0PxOdJh1uYX57_jBEvavEY1VSktzgw15evMXYlCNIvOaEXaWxfj96_At5ooIpNOtnal6Jseuh5Mq249_WkFYn7omOfecRU_Kobu_JfvtjvhzQOkjdnVrNVQ-DjZI4Su3jPV6Tet-ig6XFAYc194p0A&refId=%2BkntYey8NXuN02P%2B8jFXmg%3D%3D&trackingId=sn%2FmiiOZD0V2w6a9LMZjzQ%3D%3D&trk=d_flagship3_postapply_default_confirmation,1,7,76,82,4,
88,2025-12-05,https://www.linkedin.com/jobs/view/4268646729/?alternateChannel=search&eBP=CwEAAAGa7_apgX--3seXP1uvt02ichPcSOyP0QcoKDv_EDRiI6MIMc4W9N764cmB2e-pDa6ewUWnwumnXYoxIL-zGKY6uYwljx5ZFjJIEg_nD7JsiaCH-qZxqLU_Ap9H4aGX8bh6bHMVOaq94qyrwNQtx-h8ZELkwnGuilhwytOk-N62CB_cX-B6oMCKoPgRvonWr9noexQ2gqXM_aEn_faG1ktmR_HN_wpnGSf8pqu051r-_NiJbsPfwowZ-bb1sB6xggiou9GLe1lEVV88ZXgOVa9OICdfp6b02ifEb62BNhF2VdNoj2tC-lBI88UPyEHgtVHkKxSHnEoD9-rMLDrDg8dkRsFcW_-69LbJW5once3sPT8b34Ct--7qggab5f-PyzbWjnvbw1vphQ00PVs8dtcT8qWMhQ60viVL6ca2Pcg9Cba0IG3mjpqvBIClV9bmOQRbOa9zjlaw2lmG5TCY7qj6Adt1204J3tXd2AwI-7oOqA&refId=%2BkntYey8NXuN02P%2B8jFXmg%3D%3D&trackingId=wueHAxXcYCqwABw9WTOI%2FA%3D%3D&trk=d_flagship3_postapply_default_confirmation,1,7,27,83,4,
89,2025-12-08,https://mx.computrabajo.com/trabajo-de-data-analyst-en-nuevo-leon#ADEEC86D5B94894561373E686DCF3405,3,8,77,84,4,
90,2025-12-08,https://mx.indeed.com/?from=jobsearch-empty-whatwhere&vjk=3238b549763edf74,5,8,63,85,4,
91,2025-12-09,https://www.occ.com.mx/empleos/de-data/en-nuevo-leon/?smax=30000&smin=20000&jobid=20868111,6,9,78,86,4,
92,2025-12-09,https://mx.indeed.com/?from=jobsearch-empty-whatwhere&vjk=5dcdf912480597a9,5,9,63,87,4,
93,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20870454,6,10,70,88,4,
94,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20844719,6,10,79,89,4,
95,2025-12-10,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20849017,6,10,68,90,4,
96,2025-12-10,https://www.occ.com.mx/empleo/oferta/20862662/?returnURL=empleos%2fde-data-science%2fen-nuevo-leon%2f%3fsmax%3d30000%26smin%3d20000%26jobid%3d20849017&sec=sim&simval=0.0#lc=OfferDetail-Similars-3,6,10,36,91,4,
97,2025-12-10,https://www.occ.com.mx/empleo/oferta/20801671/?returnURL=%2fempleos%2fde-data-science%2fen-nuevo-leon%2f%3fsmax%3d30000%26smin%3d20000%26jobid%3d20849017&sec=sim&simval=0.0#lc=OfferDetail-Similars-2,6,10,65,92,4,
98,2025-12-10,https://www.linkedin.com/jobs/view/4324378706/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=bhbjqH5LFhG%2BjVXkU30YrA%3D%3D&trackingId=sJc93GpP%2FuaNIyJkYTT1rA%3D%3D&trk=d_flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BO15yBQHiR22o2w2Uy6KONQ%3D%3D,1,10,80,93,4,
99,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20849072,6,11,81,94,4,
100,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20884591,6,11,82,95,4,
101,2025-12-11,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20871236,6,11,83,96,4,
102,2025-12-12,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/?smax=30000&smin=20000&jobid=20843995,6,12,51,97,4,
103,2025-12-12,https://www.linkedin.com/jobs/search/?currentJobId=4326425855&geoId=92000000&keywords=bio&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&start=50,1,12,84,98,4,
104,2025-12-12,https://www.linkedin.com/jobs/search/?currentJobId=4342644172&geoId=92000000&keywords=bio&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&start=50,1,12,85,99,4,
105,2025-12-05,https://app.dataannotation.tech/workers/starter_assessment_complete,1,7,86,100,4,
106,2025-12-05,,1,7,87,101,4,
107,2025-12-05,https://www.linkedin.com/jobs/search/?currentJobId=4343742504&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,1,7,88,102,4,
108,2025-12-05,https://www.joinrs.com/es/job-offers/438208/?utm_source=linkedin&utm_medium=job-offer-es&utm_campaign=438208-internal,1,7,89,103,4,
109,2025-12-16,https://www.linkedin.com/jobs/search/post-apply/default/?currentJobId=4343816631&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&postApplyJobId=4343816631&refresh=true&start=75,1,13,90,104,4,
110,2025-12-05,https://app.usebraintrust.com/jobs/16455/proposals/1342562/edit/?back=%2Ftalent%2Fdashboard%2Fmy_jobs%2Fmy_proposals,2,7,91,105,4,
111,2025-12-05,https://app.usebraintrust.com/talent/dashboard/my_jobs/my_proposals,2,7,80,106,4,
112,2025-12-05,https://pfizer.wd1.myworkdayjobs.com/en-US/PfizerCareers/job/Data-Science-Associate_4948239-1,2,7,92,107,4,
113,2025-12-17,https://www.linkedin.com/jobs/view/4344172320/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tgOUAZkGBi1pZBgBosAskA%3D%3D&trackingId=UW7vA%2BpxnPoyQ1rYe256gg%3D%3D&trk=d_flagship3_postapply_default_confirmation&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BDXJt0ndCTGmynzRpwGfWvQ%3D%3D,1,14,93,108,4,
114,2025-12-05,https://www.linkedin.com/jobs/search/?currentJobId=4343888075&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=175,1,7,94,109,4,
115,2025-12-05,https://apply.workable.com/toloka-ai/j/B622F0E113/,1,7,95,110,4,
116,2025-12-18,https://www.tecnoap.com/ads/data-scientist-2/,1,15,96,111,4,
117,2025-12-22,https://mx.indeed.com/jobs?q=data&l=Nuevo+Le%C3%B3n&from=searchOnDesktopSerp&cf-turnstile-response=0.OZqNfM0bduocTqWQvZhlQKJGCpTBk1bU7Rz_s8I1kHmsw4wOlVffxrD1HSI5usB4naqZRgl_ogzBiiC2-OyUOkPBFPm7nEUShnMN-qlf-6HgpmAffxCIoxd95Hcecste8fHuLYrdsVrmzVyvkgahn2Qtn93gqWFjHpQR7DXiPxzTvoWSu-Ua5fmbcj2Bo0C6NIN-JcrwuAWazd77q4qBhrcyqNFYwJ2yNsW-bnU5csRSM-MTfGwTxNPblGBK5x1_VrgbDRbtAzLvS4u6U2eW1jPGTP2JC0AjKbWuR96BcwdUfd0rVQE3Kb5JmCaYYDF7v-Jtp8ChPjD_33Ua4gvh2MrYIDePp9ZjhoihBpZSc2Q3I0tE34SYp1r0YR2fETYR36iXF33zExbuXzlHWgrP1zB4SYGiPbhbo1t5Kh6iL22Ipv8ViOqkXl7lnQi_UdWLB2BSfhOZvGAPe0ylKhSQ4zhmQTERkYFm3raWtszrWcIp36KWJRVdQPFeZhe8lJ5vVR5UiNu5y89PRyttKy89LpQywd3D4Hu7PG5EE4NDB9pfo5erqtH4cL-liHqCpPs_cL9uzt46_-AzllsHJmT4-hcx5tgUNj6tzWLQbqcMdB_NbkADig-ag_vuKPh6kjOGgFIogCDsssT2johhX3XR-IYfJwROM6lW4CvPj4rdOcC7woTBpNIUFrmNqON1tEINz8ZWtZgdxc3jQB2YpfIjsiD4AtRAeyRJJOF4tYCAy8X9IU710aPtwMCeNKuNKWPcn9Kvo-xMRU_LDr0wy5o3tm4jcCM0tHYtoCSN9a9JkFHbq2mixQsqGUwzCZhEMvzBM9DwGVB4koQx2kAv9PVozcsINodY1VYxRxH2Za78m4QXxRN6M5Tr1gaqNzRi4RG9DoiNg01TiWIR-b0CnlFUM9mnwPYPYx5KPzL-A6hNJJgfS2Gn9JmmmkawyFkXTUW0rHl9_YJDbSrAHOOpvbrYjQ.MqFvu9MO8V_2xAfZ3BNYTA.3a8a732fbafaaa1b6fe5adf35a1a6f97c878cb0bc6122d073c9361332901a967&vjk=d491a556df5c5b75&advn=8937613017401953,5,16,97,112,4,
118,2025-12-22,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000019b48a7ca85adb0f31b638a1494&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_16e8e12e&cb=1766450514788&jobListingId=1009964036082,4,16,98,113,4,
119,2025-12-22,https://www.glassdoor.com.mx/Empleo/index.htm,4,16,99,114,4,
120,2025-12-22,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000019b48b435ecb76372f15863125a&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_0dd11e89&cb=1766451329669&jobListingId=1009961195299,4,16,99,115,4,
121,2025-12-05,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000019b7baa12e790c6aababb5fb960&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_25532fc1&cb=1767306302609&jobListingId=1009976311586,4,7,100,116,4,
122,2025-12-05,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000019b7baf7a2394316a20f995de01&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_314b8685&cb=1767306656598&jobListingId=1009983162334,4,7,101,117,4,
123,2025-12-31,https://apply.johnsoncontrols.com/johnsoncontrols/johnson-controls-es/job-data-analyst-ptp/512451/confirmation,4,17,102,118,4,
124,2025-12-31,https://www.amazon.jobs/jobs/3149010,2,17,103,119,4,
125,2026-01-01,https://iconn.csod.com/ux/ats/careersite/1/requisition/24845/application?c=iconn&sq=MOP0034001&jobboardid=0#4,2,18,104,120,4,
